,nombreh_id,comentario,p_puntuacion,p_fecha_comen
186,Oro Verde Loja,"Excellent Excellent hotel! Very clean, comfortable , excellent customer service and great location!",5.0,2022-08-15
187,Oro Verde Loja,"Excellent Todo estuvo bien, un par de cosas para mejorar en la variedad del desayuno y dentro de la habitación que no funcionaba la balanza. Pero tuve una estupenda estadía y con gusto regreso y la recomiendo.
MHinostroza",5.0,2022-07-25
188,Oro Verde Loja,Excellent Was nice ,5.0,2022-06-03
189,Oro Verde Loja,"Excellent Great attention. 
Ricardo and staff are on point! ",5.0,2022-05-24
190,Oro Verde Loja,Okay ,3.0,2022-04-29
191,Oro Verde Loja,Excellent Great hotel with excellent staff - centrally located ,5.0,2017-11-28
192,Oro Verde Loja,"Excellent Great hotel with excellent dining, centrally located,  is without a doubt one of the best options to stay. A true jewel where you don't expect it. ",5.0,2017-10-30
193,Oro Verde Loja,Excellent Hermoso hotel,5.0,2022-08-30
194,Oro Verde Loja,"Excellent Una grata sorpresa, supero mis expectativas. Muy buena atención del personal del hotel y del restaurante, sin lugar a duda muy recomendable.",5.0,2017-11-24
195,Oro Verde Loja,Excellent Excelente,5.0,2017-09-16
196,Grand Victoria Boutique Hotel,"Good Very good hotel, the staff very friendly and the hotel very clean ",4.0,2022-07-19
197,Grand Victoria Boutique Hotel,"Excellent The place was good, great location and very respectful for COVID times. Overall experience was great",5.0,2021-04-05
198,Grand Victoria Boutique Hotel,"Excellent The hotel is lovely but rooms are not air conditioned or heated- not even a ceiling fan. No windows to the street only windows that open towards the hallway so no ventilation. The suites do have windows to the street that will allow for ventilation. The staff went above and beyond fulfilling any and all requests. The hotel is classy in appearance and the neighborhood seemed safe. There is a pharmacy at the corner of the street next to a small bakery. I would stay again but only in a suite- the staff made up any short comings the property had. Also, if you don’t speak Spanish things may get a bit difficult but pls don’t be rude to them. See more",5.0,2021-02-18
199,Grand Victoria Boutique Hotel,Excellent ,5.0,2020-03-12
200,Grand Victoria Boutique Hotel,"Good Fabulous hotel, just wish everything wasn't closed for Carnival. First receptionist spoke some English and was very helpful. The next day the receptionist spoke no English and couldn't even tell us where there might be an open restaurant. Turns out we found a delicious restaurant right in the hotel!",4.0,2020-02-26
201,Grand Victoria Boutique Hotel,Excellent The reception was very polite  and told us about what there’s to see and how much it was to get to places  room was clean and very quiet   I would recommend to everyone the city was very safe to go out,5.0,2019-04-29
202,Grand Victoria Boutique Hotel,Excellent ,5.0,2019-04-29
203,Grand Victoria Boutique Hotel,Excellent charming hotel - we would definitely stay there again,5.0,2019-02-21
204,Grand Victoria Boutique Hotel,Excellent ,5.0,2019-02-05
205,Grand Victoria Boutique Hotel,"Good It was pretty, my room was spacious enough, and the premises were clean except for the first room that I was brought to. There were stains on the end table by the bed and the floor was stained, dirty and had hair on it, as was evidenced when I removed my white socks and they were grimy and had to be thrown away. As a recompense, as I was checking out and pressed the matter, they offered me a free dessert, which made me laugh. BUT, the staff generally was professional and pleasant. The hotel restaurant's food was only so so.",4.0,2019-01-10
206,Sonesta Hotel Loja,Excellent Gracias x el servicio ,5.0,2022-10-07
207,Sonesta Hotel Loja,Excellent The hotel itself is very nice and pleasant. The view from the upper rooms is unbeatable and a big plus is the amazing staff and the great food. I had a great stay and wish I was able to stay longer. ,5.0,2022-07-06
208,Sonesta Hotel Loja,Excellent Awesome service and delicious buffet breakfast. The parking is a lot difficult to access.,5.0,2022-05-24
209,Sonesta Hotel Loja,Excellent The property was very nice and very close to the center of town where we walked to. Lots of sites to see in the area,5.0,2022-04-18
210,Sonesta Hotel Loja,"Good Great time in Loja.
Very nice city.",4.0,2022-04-04
211,Sonesta Hotel Loja,Excellent ,5.0,2021-11-16
212,Sonesta Hotel Loja,Excellent ,5.0,2021-11-10
213,Sonesta Hotel Loja,Excellent They have quality rooms and the facilities. The staff is amazing and will go out of their way to help,5.0,2021-08-14
214,Sonesta Hotel Loja,"Excellent The staff is amazing. The rooms are luxurious and comfortable. Pool, the sauna and the gym are great. Breakfast is varied and delicious. Best hotel I have stayed in Ecuador
 I will definitely return next time I am in Loja",5.0,2021-08-11
215,Sonesta Hotel Loja,Excellent It was a great experience! ,5.0,2021-07-15
216,Hotel Podocarpus,Okay Location is good. Breakfast is really poor.,3.0,2022-05-22
217,Hotel Podocarpus,"Good Nice clean, comfortable room, and excellent value",4.0,2022-02-26
218,Hotel Podocarpus,Okay To much street noise  at night in front rooms,3.0,2021-11-28
219,Hotel Podocarpus,"Excellent Great location close to sightseeing, food, shopping with a helpful friendly staff. Comfortable clean rooms with a bath that provides a good hot shower. Well worth the money.",5.0,2021-09-20
220,Hotel Podocarpus,"Excellent Everything was perfect. The staff were very nice from the beginning to the end of our journey. The room was impeccable and the breakfast was delicious. Without a doubt, I will book a room in Hotel Podocarpus next time I will be in Loja. ",5.0,2020-12-29
221,Hotel Podocarpus,Excellent Great location service was great people were helpfull.,5.0,2019-04-20
222,Hotel Podocarpus,Good Good location. Pleasant staff. Near all places of interest,4.0,2019-03-13
223,Hotel Podocarpus,"Good Good service, good location, personal friendly... I’ll be back",4.0,2018-11-15
224,Hotel Podocarpus,"Okay The staff was kind enough. The rooms are very dated. They are also very noisy. The bed sleeps like a rack. The bathroom was clumsy and hard to use. The WiFi was almost nonexistent. I had to time it just right just to check my email. We were booked for 5 nights, we left after 2.",3.0,2018-02-09
225,Hotel Podocarpus,"Okay The good: The hotel is clean and well maintained. It is centrally located within easy walking distance of shopping, dining and tourist sights in Loja. The breakfast was good. The water was hot enough to shower comfortably after a wait to get warm. The wifi was pretty reliable.  The staff was generally friendly and tried to be helpful. Water dispensers were available in the lobby and on our floor. 
The bad: our room was in the front of the hotel and it was loud even by Ecuadorian standards.  The noise culminated with the police using a loudspeaker to intervene in a domestic situation taking place across the street with a bullhorn at 0200. The beds gave new meaning to ""firm"".  It was like sleeping on a board with a blanket on top.  They were very uncomfortable.  The staff speaks very little English and with my limited Spanish, it was difficult at times.  To be fair, they were very patient and nice about my language shortcomings. There was a misunderstanding about the number of people in our party. There were 4 instead of the 2 listed on the reservation.  Someone spoke to the other people in the group about some additional charges but it was apparently straightened out. When I checked out there was no mention of it. I assume that it was because the hotel is new to Expedia. See more",3.0,2017-02-22
226,Hotel Libertador,Terrible ,1.0,2019-09-09
227,Hotel Libertador,"Excellent Excellent location; walkable. The receptionists were excellent and very helpful. The bell boy Angel was excellent! He did his best to always speak English to us and to help us with maps, etc. Our room was perfect. We had a buffet breakfast which was wonderful. We would definitely stay there again.",5.0,2019-08-19
228,Hotel Libertador,Okay ,3.0,2019-08-11
229,Hotel Libertador,Excellent Great value. We were very pleased with our stay. Would return again and hope to do so very soon.,5.0,2019-01-24
230,Hotel Libertador,Excellent ,5.0,2016-07-03
231,Hotel Libertador,Okay ,3.0,2022-01-02
232,Hotel Libertador,Good ,4.0,2019-10-23
233,Hotel Libertador,"Excellent El personal que atiende es muy servicial y diligente y la ubicación es muy buena para hacerle turismo.  
Un pequeño detalle: la refrigeradora hace un poco de bulla,  sobre todo en la noche es más notorio. ",5.0,2019-10-01
234,Hotel Libertador,Good ,4.0,2019-09-14
235,Hotel Libertador,"Excellent muy buen hotel. habitaciones amplias, pero servicios higienicos necesitan mas ventilacion.
excelente desayuno.",5.0,2019-08-29
236,Zamorano Real Hotel,Good ,4.0,2019-05-19
237,Zamorano Real Hotel,"Excellent Central location, helpful staff, good greakfast, comfortable room, bathtub, hot water",5.0,2019-01-31
238,Zamorano Real Hotel,"Okay The access to the hotel is very narrow road, to go down into the parking is incredibley steep and to come back up worst, Limited parking space. 
We stayed there 3 different times, the first 2 times they had some kind of parties happening there, and was loud.   No sleep till about 2;30 AM
Last time was okay. 

Staff is friendly and helpful",3.0,2019-01-03
239,Zamorano Real Hotel,"Good The room was comfortable in line with their star rating. Spacious room but the window shades not dark enough to offset the street  lights. The hotel is very close to a church which makes impossible to get a good night sleep because every hour the church bell goes off.  The area is busy during the day but very quiet at night. The breakfasts is well below average.  Also, hotel has no AC",4.0,2018-10-25
240,Zamorano Real Hotel,"Excellent Zamorano Real is located in central Loja close to everything, and the facilities are beautifully kept. The best part is the staff who were friendly and welcoming, calling taxis for us, and keeping our luaggage safe for a while after check-out. There was a little street noise around 10-11 but all quieted down after that- the beds and pillows are wonderful, and we slept well. Breakfast was good.",5.0,2018-04-10
241,Zamorano Real Hotel,Good Great hotel only disappointment was the dirty carpet ,4.0,2018-02-23
242,Zamorano Real Hotel,"Good The hotel is confortable and quite new. The rooms and the service is nice; however we had a problem with the access: the roads were broken due to cable and pipes instalation all around the hotel. We had to walk two blocks pulling our luggage and park our car six blocks away, that was disgusting because we weren't tell in advance. ",4.0,2017-09-15
243,Zamorano Real Hotel,"Excellent In a country of ""good enough"", this was a pleasant surprise. A clean, modern hotel with helpful staff. The hotel has its own parking which is a bonus (very tight). I would definitely choose this hotel again",5.0,2017-01-04
