,nombreh_id,comentario,fechac
145,Modern Luxury Studio Apartment Downtown,It was so close to the registro civil like a 3 minute walk. Super clean has everything you need 100% would recommend! There is also a cafe below if you don't want to cook breakfast. Thank you Isidro pasamos super bien!,2022-09-01
146,Modern Luxury Studio Apartment Downtown,Clean modern apartment in the city. Laundry was super convenient,2022-08-01
147,Modern Luxury Studio Apartment Downtown,Todo ok,2022-07-01
148,Modern Luxury Studio Apartment Downtown,"We had a great stay and this location is perfect for all things and excursions located around Quito. With that though, we had some issues that are easily fixable for future guests and also just plain bad luck on our part. I confirmed our arrival time to be between 2-4, and unfortunately when we arrived at 3:30 there was some repairs going on. No worries, we were able to store our bags in the room and then go grab some dinner after traveling down from the mountains. We came back from dinner around 5, and the workers were working on repairs. Unfortunately they didn't finish until about 6:30, which was late for us after such a long day. Again, unfortunate and I recognize this won't happen frequently and mostly out of their control.There might not be TP available, but there is a shop downstairs that might stock some(we brought some with).  Make sure to ask about the hot water heater upon check in. We struggled with it and a quick demo might help solve that issue for future bookings if you're unfamiliar. Again, a great location with tons of restaurants around and a quick uber/taxi to most local museums and the airport(~45 min).",2022-06-01
149,Modern Luxury Studio Apartment Downtown,"My husband’s brother stayed with Isidro following our recommendation and had an amazing time! The communication with Isidro was easy and the place is just the best :) I cannot believe it has been so many years and we still stay in touch. Thank you for everything - if you want the best experience in Quito, stay in one of Isidro’s places, you won’t regret ❤️",2022-06-01
150,Modern Luxury Studio Apartment Downtown,Beautiful apartment close to so many wonderful places in Quito. We loved our time here.,2022-05-01
151,Modern Luxury Studio Apartment Downtown,The stay at Isidro was perfect. The location of the apartment is located near some great restaurants and shops. The staff of the cafe was really friendly and with some good breakfast as well. The king bed with the Television (quite big) was perfect for finishing our days. Thank you Isidro for the stay once again!,2022-05-01
152,Designer Loft Centro de Quito,"The landmark building can be seen from the living room, and there are many kinds of tableware.  Quito rarely has such this design loft",2022-10-01
153,Designer Loft Centro de Quito,"Emilio’s loft is industrial, cozy and functional. A great place to reside for a our quick stopover in Quito.",2022-10-01
154,Designer Loft Centro de Quito,Emilio’s place has been one of the best Airbnb I have ever found. The decorations and amenities are amazing. Emilio also replies to all of my questions in a really timely manner. The location is very convenient - close to many sites yet is quite and safe at night. The view from the window is unbelievable.,2022-10-01
155,Designer Loft Centro de Quito,"This apartment is a rare diamond on Airbnb, beautiful design, very homey and a spectacular view. Emilio was very helpful and responded very rapidly to any question. Highly recommended for a special stay in Quito.",2022-09-01
156,Designer Loft Centro de Quito,"I enjoyed staying at Emilio's place. Its absolutely stunning. I also visited the small restaurant he recommended 2 mins away from the house, they have the best soup. I highly recommend.",2022-09-01
157,Designer Loft Centro de Quito,"The apartment from Emilio is amazing. We spend 2 nights there and have fallen in love with the view and the apartment. Nothing to complain about, everything was great!",2022-08-01
158,Designer Loft Centro de Quito,"Emilio was a great host.  His loft was amazing and the views of the city were really nice.  Every time I had a question, Emilio was super responsive.  Thanks Emilio!",2022-07-01
159,Designer Loft Centro de Quito,"Incredibly beautiful apartment overlooking the valley, stunning view, impeccable interior design, the kitchen is very well equipped and Emilio left some local fruits on the counter as a welcome which was a very sweet touch. I would not hesitate to come back!",2022-06-01
160,Designer Loft Centro de Quito,"We had a truly incredible stay in Emilio's beautifully designed apartment! One of the best views of Quito, stunning interior, and great communication. Would a 100% recommend to anyone visiting Quito!",2022-06-01
161,Designer Loft Centro de Quito,"Emilio’s place was amazing! It was gorgeous, the plants in the living room gave a beautiful vibe and the view was amazing. Not to mention he was very communicative and even sent instructions for us to use the stove when we asked. His recommendations for food were also excellent! Definitely would recommend staying at his place.",2022-05-01
162,Designer Loft Centro de Quito,"Emilio’s place is beautifully designed. Every inch has been carefully thought out. We really enjoyed our stay, especially waking up in the morning to that incredible view of Quito. The only difficulty we had was directing taxis back to the apartment but that could also be a result of our poor Spanish. All in all, it is a great location very close to the historical centre. Highly recommend!",2022-05-01
163,Designer Loft Centro de Quito,"Very stylish apartment. Amazing view of Quito. Fireplace gives it a really cozy feeling. Historic center is close, you need to walk a little bit upstairs when coming back from the center, but it is a nice exercise. Emilio was very responsive and helpful.",2022-04-01
164,Designer Loft Centro de Quito,"The place is excellent, the pictures do it justice. The only issue is actually a problem with google maps which made ordering taxis and uber eats a challenge. The small portable heater came in handy at night.",2022-04-01
165,Designer Loft Centro de Quito,Emilo was great.  Smooth process and a great place.,2022-03-01
166,"Suite, one block from Parque la Carolina.","Fantastic, clean and very professional.",2022-10-01
167,"Suite, one block from Parque la Carolina.",It was a great stay! Great location! Close to so many good restaurants and Andres and the building staff were so helpful,2022-10-01
168,"Suite, one block from Parque la Carolina.","It is a super clean, safe place, located in an excellent area. It has everything you need to have a pleasant stay. Highly recommended.",2022-11-01
169,"Suite, one block from Parque la Carolina.","The apartment is very nice, the building has all the amenities, it is in a very good location, very nice. The host makes everything ready, actually an excellent experience",2022-10-01
170,"Suite, one block from Parque la Carolina.",Very good place to stay in a strategic location in Quito near La Carolina park. The building is new; overall a very good experience.,2022-10-01
171,"Suite, one block from Parque la Carolina.","excellent location, safe building, comfortable bed,  nice suite in general has everything you need. Hot water worked perfect, the kitchen had coffee, sugar,salt, etc... they left us 2 bottles of water in the super fridge!!!",2022-10-01
172,"Suite, one block from Parque la Carolina.","The place is beautiful, everything is very clean, easy communication, a good sector.Really excellent!",2022-10-01
173,Entire Modern suite in the best place in town,"If I could rate this 6 stars, I would! Everything starts and ends with the exquisite view from this top floor apartment in a modern, quiet building. The men who work at the front desk are friendly and helpful and Gabriel was an excellent, responsive host.",2022-10-01
